,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
CXorf38,0.011223615,0.04650949,0.028352896,-0.714029024,-2.506587705,0.012190281,FALSE,FALSE
FDFT1,0.011238875,0.24992581,0.182972144,-0.449875868,-0.554390001,0.579311968,FALSE,FALSE
TAF15,0.011331249,0.335141952,0.271407373,-0.304312375,-2.190217975,0.028508432,FALSE,FALSE
IFNAR2,0.011514659,0.061700758,0.039879844,-0.629628448,-3.030997816,0.00243747,FALSE,FALSE
NUBPL,0.011589046,0.211191657,0.17191389,-0.296866725,-3.104619084,0.001905242,FALSE,FALSE
MGEA5,0.011685289,0.39480772,0.327246471,-0.270772568,-2.641148729,0.008262544,FALSE,FALSE
MIPEP,0.011685289,0.060994374,0.032492378,-0.908574856,-2.776583115,0.005493359,FALSE,FALSE
KANSL1,0.011685289,0.581415619,0.494708021,-0.232992536,-1.600760107,0.109430062,FALSE,FALSE
DNM1,0.011980509,0.091364543,0.067476523,-0.437248755,-3.064841862,0.002177851,FALSE,FALSE
BRE,0.012189947,0.381118122,0.316550907,-0.26780068,-2.501887667,0.012353311,FALSE,FALSE
POLE2,0.01228998,0.067603847,0.040508471,-0.738881712,-2.027568043,0.042604353,FALSE,FALSE
SUCLG2,0.01253713,0.158886557,0.1289874,-0.300766923,-2.846057095,0.004426426,FALSE,FALSE
PRKAR1A,0.013261387,0.092361412,0.071254712,-0.374304817,-2.597465937,0.009391443,FALSE,FALSE
IFNGR2,0.013261387,0.093523879,0.068525019,-0.448703948,-2.591202953,0.009564107,FALSE,FALSE
ANKDD1A,0.01333071,0.424461192,0.385383564,-0.139337615,-1.592988312,0.111162813,FALSE,FALSE
ADHFE1,0.013432114,0.145160047,0.114207131,-0.345991698,-2.491466068,0.012721712,FALSE,FALSE
PICALM,0.01411576,0.320955641,0.273206051,-0.232384477,-2.259258007,0.02386734,FALSE,FALSE
NUPL2,0.015087804,0.128562511,0.091975461,-0.483149102,-3.199052767,0.001378799,FALSE,FALSE
KCNMA1,0.015125542,1.06998483,0.965348924,-0.14846794,-1.211527692,0.225693228,FALSE,FALSE
OAF,0.015177635,0.314945893,0.255943254,-0.299280016,-2.179644556,0.029283819,FALSE,FALSE
MGMT,0.015291411,0.135040361,0.09607454,-0.491164592,-2.012278801,0.044190556,FALSE,FALSE
DENND1B,0.015434393,0.158265513,0.126203419,-0.326595928,-2.027190562,0.042642928,FALSE,FALSE
DDX31,0.015495378,0.052113667,0.032058546,-0.700952758,-2.933032586,0.003356687,FALSE,FALSE
CDC16,0.015985821,0.172856799,0.136325355,-0.342523434,-2.856825379,0.004279012,FALSE,FALSE
EXOG,0.016011906,0.091372984,0.065860765,-0.472348405,-3.07573691,0.00209983,FALSE,FALSE
CBR3,0.016011906,0.050205107,0.030748286,-0.707328136,-2.530332106,0.011395461,FALSE,FALSE
C1orf228,0.016189723,0.224927376,0.184283969,-0.287528688,-3.019601229,0.002531077,FALSE,FALSE
NR1D2,0.016189723,0.160821868,0.129486914,-0.312657284,-2.307282047,0.021039102,FALSE,FALSE
TSPAN7,0.016671882,0.30497192,0.258912896,-0.236209588,-1.634556888,0.102141971,FALSE,FALSE
SMC4,0.016933719,0.029958682,0.014086956,-1.088614318,-2.532842866,0.011314166,FALSE,FALSE
CBR4,0.016976771,0.285034995,0.23570025,-0.274185767,-2.127315673,0.033393863,FALSE,FALSE
CDH11,0.016995177,0.169105052,0.133792645,-0.337920951,-2.066200779,0.038809525,FALSE,FALSE
GNAQ,0.017349666,1.231888239,1.08749584,-0.179861494,-1.543716742,0.122656969,FALSE,FALSE
TUBA1B,0.017366096,0.172897421,0.139082819,-0.313972136,-1.919145936,0.054965867,FALSE,FALSE
XAF1,0.017392526,0.199585078,0.153571626,-0.378092178,-1.439252106,0.150079107,FALSE,FALSE
ACACA,0.017552786,0.389240792,0.328877179,-0.243114011,-2.766387171,0.00566812,FALSE,FALSE
ABCA1,0.017561417,0.161179065,0.227787696,0.499025452,3.245812071,0.001171161,FALSE,FALSE
PLXNB2,0.017561417,0.106335209,0.168976828,0.668206046,4.575815279,4.74E-06,FALSE,FALSE
MRVI1,0.017593967,0.281860429,0.222447608,-0.341515364,-2.331699811,0.019716489,FALSE,FALSE
NWD1,0.018000376,0.228493701,0.336440652,0.558197638,4.782771225,1.73E-06,FALSE,FALSE
ZBTB8OS,0.018065059,0.183047698,0.140407686,-0.382597716,-2.126838657,0.033433491,FALSE,FALSE
SLMAP,0.018180972,0.285834836,0.255206418,-0.163517147,-2.254208517,0.024183053,FALSE,FALSE
LGR4,0.01820788,0.580159136,0.505804001,-0.197870232,-1.428792813,0.153063792,FALSE,FALSE
CA12,0.01820788,0.058386829,0.032827975,-0.830717218,-3.062903528,0.002192007,FALSE,FALSE
CCND3,0.019349425,0.285172558,0.263661259,-0.113149558,-2.601853559,0.009272144,FALSE,FALSE
MKL1,0.019715856,0.224208963,0.188582006,-0.249651927,-2.029905823,0.042366113,FALSE,FALSE
SLC25A12,0.020051779,0.241319024,0.190436395,-0.341632429,-2.258655618,0.023904815,FALSE,FALSE
MRPL16,0.020155463,0.038931658,0.015327397,-1.344831135,-3.161977485,0.001567017,FALSE,FALSE
CREG1,0.020277859,0.027421137,0.016541817,-0.729170673,-3.022289378,0.002508706,FALSE,FALSE
PTK2,0.020378138,0.804195987,0.714914446,-0.169776531,-1.453254299,0.146153161,FALSE,FALSE
SUPT3H,0.020447311,0.248805433,0.213530785,-0.220573908,-2.278568599,0.022692722,FALSE,FALSE
NDUFA12,0.020447311,0.067679915,0.109370424,0.692423006,4.191820533,2.77E-05,FALSE,FALSE
AMER2,0.020447311,0.231002341,0.19418993,-0.250439083,-2.790050146,0.005269988,FALSE,FALSE
MGAT5B,0.020738997,0.079601135,0.054008306,-0.559607702,-2.738890669,0.006164687,FALSE,FALSE
SQLE,0.02080712,0.045013272,0.028591983,-0.654739752,-2.433499182,0.014953669,FALSE,FALSE
UQCRC2,0.020808003,0.17329732,0.139709103,-0.310823318,-3.283378036,0.00102571,FALSE,FALSE
SNAP47,0.020903998,0.047066366,0.027774686,-0.760925882,-2.685714378,0.007237493,FALSE,FALSE
ABHD17B,0.021013671,0.059955269,0.038995792,-0.620568119,-2.972486422,0.002953983,FALSE,FALSE
KHDRBS1,0.02114596,0.135447005,0.103789392,-0.384069496,-2.714927889,0.00662902,FALSE,FALSE
ODF2,0.02114596,0.072888093,0.042228252,-0.787474639,-2.898814238,0.003745767,FALSE,FALSE
DBP,0.02120608,0.034922638,0.018428475,-0.922225849,-2.701785676,0.00689682,FALSE,FALSE
ATP2A2,0.021455647,0.240868635,0.193222687,-0.317982043,-1.738134274,0.082187157,FALSE,FALSE
DDX1,0.02162283,0.066863196,0.035687122,-0.905808768,-2.75205094,0.005922331,FALSE,FALSE
PARK2,0.02162283,1.111107282,1.033329863,-0.104697253,-1.935596951,0.052917084,FALSE,FALSE
RPS24,0.02162283,0.125039111,0.177829527,0.508115459,2.508719595,0.012116963,FALSE,FALSE
MYBPC1,0.02162283,0.16097281,0.228316063,0.504215339,3.993505814,6.51E-05,FALSE,FALSE
RPL31,0.021656375,0.131958164,0.184170286,0.4809597,3.608396873,0.000308095,FALSE,FALSE
TXNRD1,0.021656375,0.217608791,0.159412024,-0.448976387,-2.149129505,0.031624135,FALSE,FALSE
FAM19A1,0.021856701,0.211786558,0.170247157,-0.314980321,-1.576498031,0.114911072,FALSE,FALSE
LRRC37A3,0.021861614,0.251594448,0.215262207,-0.225005036,-2.203383796,0.027567709,FALSE,FALSE
C9orf3,0.02216909,0.355818194,0.297799119,-0.256800796,-1.611623995,0.107043786,FALSE,FALSE
MFSD7,0.022206289,0.009438407,0.002192986,-2.105646739,NA,NA,FALSE,FALSE
TMEM132B,0.022500122,0.288774023,0.23990215,-0.267494886,-1.068214416,0.285423804,FALSE,FALSE
BGN,0.022570416,0.049674886,0.088246479,0.829022043,3.770844092,0.000162696,FALSE,FALSE
DNMT3B,0.022610379,0.022629422,0.00869444,-1.380034681,-2.921869095,0.003479377,FALSE,FALSE
FMNL3,0.022616159,0.060347303,0.039809654,-0.600170963,-2.330824614,0.01976261,FALSE,FALSE
ZFHX3,0.022957574,0.395277484,0.352600827,-0.164829918,-1.821721777,0.068497212,FALSE,FALSE
CAMK2N1,0.023186761,0.05443778,0.100495884,0.884456278,3.89771011,9.71E-05,FALSE,FALSE
TARBP1,0.023224194,0.116693099,0.092489792,-0.335353194,-2.564804418,0.010323398,FALSE,FALSE
IFIT3,0.023224194,0.053778826,0.028468167,-0.917688679,-1.453064037,0.146205975,FALSE,FALSE
MCCC1,0.02334192,0.182465523,0.139995051,-0.382248057,-2.139729428,0.032376639,FALSE,FALSE
LRP6,0.024178615,0.202737396,0.180752036,-0.165600328,-2.705826103,0.006813471,FALSE,FALSE
CLASP1,0.024293671,0.563265151,0.518981233,-0.118131846,-2.724665336,0.006436669,FALSE,FALSE
NQO2,0.024372421,0.066830184,0.045363561,-0.558965949,-2.795101006,0.00518835,FALSE,FALSE
SLC25A5,0.024372421,0.073094117,0.048374804,-0.595499484,-2.458742889,0.013942443,FALSE,FALSE
ARIH1,0.02448133,0.284237612,0.208177631,-0.449282412,-2.833815381,0.00459959,FALSE,FALSE
FAM181B,0.024560765,0.071559755,0.118569439,0.72851185,3.274089983,0.001060029,FALSE,FALSE
SOCS3,0.024607903,0.029034137,0.011380997,-1.351123162,-1.1328309,0.257285273,FALSE,FALSE
RASGEF1A,0.024630506,0.01315628,0.030515231,1.213777874,3.803009969,0.000142949,FALSE,FALSE
FAM184A,0.025178064,0.556852985,0.487768267,-0.191100587,-1.640349515,0.100932516,FALSE,FALSE
SCG5,0.025361212,0.042950674,0.021894581,-0.972106953,-1.868586495,0.061680366,FALSE,FALSE
FUS,0.025528626,0.196897769,0.166433943,-0.242497072,-2.339118941,0.019329279,FALSE,FALSE
QDPR,0.025834152,0.06687044,0.044869444,-0.575635291,-2.504489206,0.012262835,FALSE,FALSE
APC,0.025834152,1.10214218,1.028245739,-0.100125254,-1.98833451,0.046774707,FALSE,FALSE
TXNL4B,0.025834152,0.063922252,0.03552927,-0.847310175,-3.372895052,0.000743823,FALSE,FALSE
NMD3,0.026029459,0.205860066,0.167030018,-0.301556591,-2.320553558,0.020310951,FALSE,FALSE
OSBPL1A,0.026029459,0.433990201,0.3844203,-0.174977945,-1.946401499,0.05160653,FALSE,FALSE
NDUFV1,0.026121208,0.132798291,0.102687984,-0.37096921,-2.808971605,0.004970003,FALSE,FALSE
CHAC2,0.026424069,0.040050438,0.019047912,-1.072185148,-2.487746499,0.012855533,FALSE,FALSE
TMEFF2,0.026469051,0.019375807,0.015044976,-0.364974591,-3.02205117,0.002510681,FALSE,FALSE
ITGA9,0.026701762,0.163503689,0.117063043,-0.482037499,-2.225302701,0.026060924,FALSE,FALSE
CD72,0.026701762,0.031384406,0.014518672,-1.112138399,-2.874809515,0.004042713,FALSE,FALSE
C19orf70,0.026701762,0.054698151,0.041925898,-0.383650399,-2.765936211,0.005675964,FALSE,FALSE
ZNF565,0.026701762,0.162520773,0.117808498,-0.464180513,-2.281399714,0.022524805,FALSE,FALSE
GARNL3,0.026730019,0.247833422,0.223813843,-0.147071489,-1.955035257,0.050578909,FALSE,FALSE
PRDM16,0.026863924,0.636120494,0.567659562,-0.164274095,-2.23541228,0.025390295,FALSE,FALSE
LSAMP,0.026863924,9.414442847,9.087336017,-0.051018292,-1.679820045,0.092992334,FALSE,FALSE
NAIP,0.026863924,0.246664278,0.221021851,-0.158359792,-1.213057282,0.225107921,FALSE,FALSE
SLC25A37,0.026863924,0.257377751,0.199354247,-0.368553005,-2.659125755,0.007834371,FALSE,FALSE
MPHOSPH9,0.026863924,0.157715669,0.127892752,-0.30239149,-2.481387394,0.013087205,FALSE,FALSE
MN1,0.026885328,0.046749945,0.027863137,-0.746606971,-2.748744014,0.005982409,FALSE,FALSE
CRLF3,0.027103484,0.201846439,0.154001691,-0.390311938,-1.499456159,0.133755334,FALSE,FALSE
PDE5A,0.027606503,0.231891081,0.200992597,-0.20630497,-0.453246268,0.650371419,FALSE,FALSE
FMO5,0.027792626,0.051679505,0.031278063,-0.724441089,-2.702610395,0.006879733,FALSE,FALSE
LAPTM4A,0.027792626,0.211061683,0.162381428,-0.37827805,-2.104249885,0.035356655,FALSE,FALSE
RECK,0.027825367,0.12648852,0.093144663,-0.441461448,-2.121605721,0.033870862,FALSE,FALSE
ATF6B,0.028182097,0.174368973,0.146868256,-0.247620749,-2.005795523,0.044878069,FALSE,FALSE
RHOBTB3,0.028288661,0.837520835,1.005170734,0.263243585,3.49507932,0.000473921,FALSE,FALSE
PTCHD1,0.02841406,0.217872832,0.29376205,0.431161723,3.122631892,0.001792418,FALSE,FALSE
CHCHD3,0.028524344,0.28730324,0.232724804,-0.303949281,-2.512498055,0.011987977,FALSE,FALSE
TNC,0.028535235,0.078512308,0.160049804,1.02753017,5.076187538,3.85E-07,FALSE,FALSE
SLC19A2,0.028689306,0.041415138,0.021920461,-0.917880057,-2.748257852,0.005991287,FALSE,FALSE
TXNL1,0.029064684,0.096526441,0.066895628,-0.529012265,-2.518960125,0.011770199,FALSE,FALSE
ACAD9,0.029429028,0.069911172,0.043618283,-0.680590048,-2.670922106,0.00756432,FALSE,FALSE
DPH6,0.029429028,0.431604972,0.386832125,-0.158003874,-1.407597117,0.159250402,FALSE,FALSE
EIF3A,0.029579222,0.08385548,0.05887532,-0.510242088,-2.229065325,0.025809559,FALSE,FALSE
C4orf19,0.029653486,0.190574883,0.165704356,-0.201746468,-2.382937692,0.017175101,FALSE,FALSE
PAQR3,0.029653486,0.090508551,0.060746229,-0.575259259,-2.435521169,0.014870354,FALSE,FALSE
ADAMTS12,0.029653486,0.006653278,0.001663937,-1.999464322,NA,NA,FALSE,FALSE
SH2B1,0.029653486,0.135492659,0.112637581,-0.266526438,-2.821378177,0.00478178,FALSE,FALSE
CALM3,0.029653486,0.096365123,0.070449677,-0.451918006,-2.375609516,0.017519992,FALSE,FALSE
RTCB,0.029653486,0.077457811,0.059298422,-0.385417035,-2.542535892,0.01100513,FALSE,FALSE
AASS,0.029804123,0.130425214,0.103895558,-0.328088823,-2.841372447,0.004491982,FALSE,FALSE
HS2ST1,0.029913419,0.199694145,0.161191683,-0.309014724,-1.787983911,0.073778604,FALSE,FALSE
F10,0.029913419,0.023469878,0.009543769,-1.298179372,-2.302482039,0.021308003,FALSE,FALSE
SAMD1,0.029913419,0.013759325,0.037992802,1.465316466,2.677649829,0.007414068,FALSE,FALSE
PTPRG,0.029982532,0.828348779,0.72101941,-0.200200249,-2.28494142,0.022316263,FALSE,FALSE
VPS41,0.030234434,0.141951671,0.114552314,-0.309393228,-2.895040628,0.003791095,FALSE,FALSE
CLEC16A,0.030234434,0.451461136,0.424732327,-0.08804788,-2.589771784,0.009603958,FALSE,FALSE
SAT2,0.030234434,0.249342421,0.200265677,-0.316213172,-1.421523983,0.155164486,FALSE,FALSE
MOK,0.030320227,0.186901197,0.156873106,-0.252677767,-2.17533852,0.029604758,FALSE,FALSE
SLC20A1,0.030367977,0.105142814,0.064125404,-0.71338235,-2.608041817,0.009106183,FALSE,FALSE
DUSP16,0.030419637,0.095791689,0.077513269,-0.305457204,-2.169056207,0.030078417,FALSE,FALSE
SLC25A4,0.030464281,0.059458481,0.029240267,-1.023926131,-2.724323655,0.006443333,FALSE,FALSE
UBE2H,0.030485334,0.276870681,0.233756979,-0.244202848,-1.624611481,0.104245369,FALSE,FALSE
PTTG1IP,0.030485334,0.176297951,0.239319921,0.440924788,3.847441479,0.000119358,FALSE,FALSE
HKDC1,0.030607361,0.031315101,0.019450446,-0.687055317,-3.755558472,0.000172955,FALSE,FALSE
RIMS2,0.030690826,0.059879558,0.042250736,-0.503087107,-2.65943691,0.007827139,FALSE,FALSE
MEGF11,0.030824331,0.038116666,0.021164093,-0.848803269,-3.200122645,0.001373691,FALSE,FALSE
EVA1C,0.030824331,0.184505585,0.155567194,-0.246126635,-2.87763114,0.004006733,FALSE,FALSE
PPARG,0.03107542,0.021869141,0.011236187,-0.960743961,-2.477401323,0.0132343,FALSE,FALSE
DCHS2,0.03107542,0.134934107,0.097797998,-0.464378231,-2.218709474,0.026506496,FALSE,FALSE
ENTPD1,0.031134741,0.19454582,0.152627692,-0.350093239,-3.329579657,0.000869772,FALSE,FALSE
KCNJ10,0.032198437,0.302722835,0.405497895,0.42169692,5.114444114,3.15E-07,FALSE,FALSE
LAMA4,0.032198437,0.018744192,0.047531313,1.342434665,4.522259534,6.12E-06,FALSE,FALSE
GMPR,0.03242758,0.119810962,0.187131123,0.643289614,3.436858937,0.000588502,FALSE,FALSE
FAM151A,0.032428415,0.033414231,0.016058505,-1.057125071,-2.309868603,0.02089543,FALSE,FALSE
ARIH2,0.032428415,0.182069416,0.142471236,-0.353817918,-2.44209912,0.014602137,FALSE,FALSE
SEPT7,0.032428415,0.714504051,0.642911958,-0.152321007,-1.828639235,0.067453671,FALSE,FALSE
KCNQ3,0.032428415,0.269185389,0.228982234,-0.233364438,-2.863021339,0.004196223,FALSE,FALSE
FAM207A,0.032428415,0.016849288,0.004849758,-1.796702995,NA,NA,FALSE,FALSE
HEPN1,0.032472015,0.417488987,0.3684365,-0.180322148,-0.099072518,0.921080692,FALSE,FALSE
STON2,0.032580955,0.632536404,0.573179619,-0.142161201,-1.277378542,0.201468637,FALSE,FALSE
ATG7,0.032601528,0.575761639,0.504393254,-0.190922692,-0.911067302,0.362259914,FALSE,FALSE
OPCML,0.032601528,0.142173459,0.106732555,-0.413651889,-2.635435732,0.008402934,FALSE,FALSE
MMP24,0.032635105,0.060522397,0.04562094,-0.407772944,-1.744136823,0.081135234,FALSE,FALSE
MAPT,0.032941578,0.512485378,0.451164121,-0.1838585,-1.692717955,0.090509166,FALSE,FALSE
HSD17B14,0.032941578,0.088693565,0.064359046,-0.462686491,-2.26181999,0.023708527,FALSE,FALSE
GTDC1,0.032964098,0.200055281,0.165136756,-0.276737439,-2.615876157,0.008899883,FALSE,FALSE
MT1M,0.032964098,0.250146844,0.332887843,0.412260935,1.216851538,0.223660707,FALSE,FALSE
DGKI,0.033417793,0.034683273,0.017027267,-1.026393127,-2.671663388,0.007547632,FALSE,FALSE
KIAA1456,0.03343802,0.073137088,0.054815458,-0.416020388,-2.250630099,0.024408975,FALSE,FALSE
BTBD8,0.033609095,0.10457207,0.078128611,-0.420574694,-3.276714272,0.001050226,FALSE,FALSE
SEC61B,0.033609095,0.070403235,0.04539602,-0.633075908,-2.15776295,0.030946267,FALSE,FALSE
RSRP1,0.033673937,0.412782147,0.363106805,-0.184986606,-1.637793707,0.101464735,FALSE,FALSE
ANAPC11,0.033673937,0.069968385,0.043207486,-0.695421892,-2.025120751,0.042854967,FALSE,FALSE
SKIV2L2,0.033684196,0.146128067,0.103558241,-0.496790943,-2.07669981,0.037829274,FALSE,FALSE
ARL3,0.033684196,0.216929674,0.172571598,-0.330032369,-1.778654391,0.075296441,FALSE,FALSE
TNFRSF1A,0.033840684,0.087449774,0.141329087,0.692531861,3.240844602,0.001191761,FALSE,FALSE
TRAK2,0.033904121,0.12014346,0.082891954,-0.535454146,-2.21625567,0.026673997,FALSE,FALSE
NMNAT2,0.033947365,0.035498251,0.022662656,-0.647431004,-2.563180339,0.010371816,FALSE,FALSE
CAPZA1,0.034175537,0.194500177,0.147151111,-0.402473032,-1.772139189,0.076371455,FALSE,FALSE
QRSL1,0.034175537,0.06329384,0.038093406,-0.732523808,-2.825698893,0.004717759,FALSE,FALSE
SMS,0.034175537,0.088772874,0.159387105,0.844344105,3.548544284,0.000387367,FALSE,FALSE
TMEM218,0.034175537,0.010373645,0.02206768,1.089012124,3.385109736,0.000711498,FALSE,FALSE
EPS15L1,0.034175537,0.310255715,0.247254827,-0.327459096,-1.748063727,0.080452993,FALSE,FALSE
EDA,0.034447449,0.076313594,0.052724135,-0.533476534,-2.901869381,0.003709432,FALSE,FALSE
LMNTD1,0.034447449,0.103594574,0.164201085,0.664515223,2.720136654,0.006525494,FALSE,FALSE
NBPF19,0.034576882,0.555533768,0.47380945,-0.229567637,-0.637576083,0.523749669,FALSE,FALSE
CNNM2,0.034861158,0.247306955,0.208085235,-0.249128216,-2.113182678,0.034585135,FALSE,FALSE
GNAI2,0.034948318,0.072635697,0.132972235,0.872374387,3.965017704,7.34E-05,FALSE,FALSE
PI16,0.034948318,0.039283834,0.067172643,0.773938063,3.375911061,0.000735717,FALSE,FALSE
MORN4,0.034948318,0.048606881,0.029902503,-0.700894333,-2.857220768,0.004273685,FALSE,FALSE
MGRN1,0.034948318,0.117199485,0.086713331,-0.434640517,-2.658095444,0.007858363,FALSE,FALSE
ARFGEF3,0.034974531,0.125523537,0.090220432,-0.476431808,-2.345201497,0.019016799,FALSE,FALSE
CLCN6,0.035139891,0.037612016,0.021111788,-0.833144853,-2.833711596,0.004601084,FALSE,FALSE
P3H2,0.035417922,0.018540502,0.045984296,1.310460975,4.452479052,8.49E-06,FALSE,FALSE
SAP30L,0.035431894,0.026152762,0.011725003,-1.15737502,-2.842430727,0.004477096,FALSE,FALSE
ZNF436,0.035569062,0.003165789,0.014110335,2.156115372,NA,NA,FALSE,FALSE
ANKRD44,0.035625246,0.291111062,0.232874571,-0.32201655,-2.971254846,0.002965856,FALSE,FALSE
RNF5,0.035625246,0.024409265,0.012587544,-0.95543206,-2.824583634,0.004734209,FALSE,FALSE
EDNRB,0.035625246,0.145898216,0.210877952,0.531446024,4.976372734,6.48E-07,FALSE,FALSE
TTYH1,0.035912607,0.965798444,0.86046597,-0.166604001,-0.992391449,0.321006608,FALSE,FALSE
GNG3,0.036510233,0.030286419,0.010836904,-1.482718409,-2.737935765,0.006182615,FALSE,FALSE
DAG1,0.037058239,0.139023868,0.205121813,0.561148332,3.487699396,0.000487195,FALSE,FALSE
MRPL4,0.037098734,0.064345326,0.047299922,-0.443997534,-2.829177645,0.004666779,FALSE,FALSE
UQCRFS1,0.037157356,0.060291751,0.039792304,-0.599471207,-2.030307494,0.042325293,FALSE,FALSE
ATP2B2,0.037332469,0.400276363,0.357438064,-0.163303148,-3.531558616,0.000413118,FALSE,FALSE
LRAT,0.037332469,0.015203521,0.025499962,0.74608956,1.602088968,0.109135937,FALSE,FALSE
FBF1,0.037332469,0.051028584,0.026673913,-0.935876117,-2.017189212,0.043675772,FALSE,FALSE
MTF2,0.037784333,0.138013242,0.11578899,-0.253308626,-1.845139778,0.065017208,FALSE,FALSE
SDC4,0.037818056,0.402212167,0.532821021,0.405694277,2.032696879,0.042083157,FALSE,FALSE
ECM2,0.037900622,0.006428155,0.021670666,1.75326677,2.498295969,0.012479196,FALSE,FALSE
CMC2,0.037900622,0.104024993,0.07726785,-0.428990034,-2.254336499,0.024175007,FALSE,FALSE
C2orf76,0.038078724,0.067098242,0.046155885,-0.539760371,-1.957090701,0.050336806,FALSE,FALSE
RPS7,0.038174179,0.103597746,0.059673118,-0.795839545,-1.875391993,0.060738816,FALSE,FALSE
NTPCR,0.038219638,0.052951982,0.032230413,-0.716261989,-2.553677063,0.010659207,FALSE,FALSE
EIF2AK2,0.038219638,0.133472328,0.088010207,-0.600797912,-1.986093689,0.047022922,FALSE,FALSE
PRELP,0.038510963,0.021696326,0.043294445,0.996731132,3.131630127,0.001738387,FALSE,FALSE
ACAT2,0.038510963,0.045597826,0.025620033,-0.831692706,-2.573702022,0.010061689,FALSE,FALSE
UBE2E3,0.038738283,0.215049411,0.185811842,-0.210825728,-1.680235624,0.092911481,FALSE,FALSE
TMEM144,0.039362812,0.176321575,0.134997627,-0.385274971,-2.022395743,0.043135484,FALSE,FALSE
ZNF277,0.039947224,0.145399032,0.121699199,-0.256697986,-2.625331883,0.008656455,FALSE,FALSE
NCKAP1,0.040024425,0.351158209,0.302720967,-0.214132559,-1.184857131,0.236073939,FALSE,FALSE
ZC3H15,0.040024425,0.094350832,0.075568491,-0.320250432,-1.364682466,0.172352873,FALSE,FALSE
RDH13,0.040024425,0.032779378,0.014279151,-1.198878266,-2.486854041,0.012887826,FALSE,FALSE
RRN3,0.04031891,0.057116357,0.03931324,-0.538888703,-2.386726421,0.016999136,FALSE,FALSE
CGNL1,0.04047053,0.188828196,0.168676496,-0.162815243,-2.180691204,0.029206264,FALSE,FALSE
SLC25A29,0.040955776,0.241152748,0.319902412,0.407684625,3.263047196,0.001102212,FALSE,FALSE
TRDMT1,0.041029625,0.070696029,0.052766416,-0.422009182,-2.340300444,0.019268232,FALSE,FALSE
GOT1,0.041340613,0.088263811,0.071442646,-0.305036516,-2.812536315,0.004915247,FALSE,FALSE
RPRML,0.041340613,0.006289927,0.001511701,-2.056870444,NA,NA,FALSE,FALSE
AC069368.3,0.041374373,0.149871437,0.127948845,-0.228158322,-1.80294788,0.071396401,FALSE,FALSE
ADCK4,0.041374373,0.039235061,0.030389227,-0.368583468,-2.171129415,0.029921391,FALSE,FALSE
CDADC1,0.041409714,0.038796584,0.021076459,-0.880297125,-2.624286675,0.008683067,FALSE,FALSE
SPATA4,0.041454247,0.007699662,0.000266251,-4.853938551,NA,NA,FALSE,FALSE
HHLA2,0.041626504,0.008287601,0.000394068,-4.394439477,NA,NA,FALSE,FALSE
SRSF1,0.041626504,0.00593018,0.000431167,-3.781757258,NA,NA,FALSE,FALSE
SYF2,0.041731541,0.04592871,0.023642398,-0.958019882,-2.932541775,0.003361997,FALSE,FALSE
DENND1A,0.042133634,0.625205114,0.556421028,-0.168152636,-2.176906455,0.029487548,FALSE,FALSE
UCHL1,0.042158354,0.118651194,0.080250755,-0.564139756,-1.073747033,0.282936075,FALSE,FALSE
C16orf62,0.042158354,0.203860777,0.157999134,-0.36766757,-2.094459407,0.036219075,FALSE,FALSE
SLC11A2,0.042186154,0.095571415,0.066895131,-0.514677971,-2.381757605,0.017230235,FALSE,FALSE
ASPDH,0.042186154,0.016807067,0.005670068,-1.567629924,-2.556035767,0.010587224,FALSE,FALSE
RIMKLA,0.042775026,0.014977525,0.006359978,-1.235705447,-2.440221196,0.014678271,FALSE,FALSE
