Entrez,ENS,Biotype,HGNC,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneList,LncList
5519,ENSG00000137713,protein_coding,PPP2R1B,0.36967069,6.105636188,4.896901369,3.13E-06,0.000373845,4.299865548,FALSE,FALSE
729665,ENSG00000151838,protein_coding,CCDC175,-0.369588428,1.89404438,-2.864276947,0.004951161,0.020143996,-2.181652252,FALSE,FALSE
24147,ENSG00000179431,protein_coding,FJX1,-0.369402803,3.620027215,-3.584389501,0.000492935,0.00449289,-0.273760421,FALSE,FALSE
157285,ENSG00000275342,protein_coding,PRAG1,-0.369376277,3.390291367,-3.633522462,0.000415725,0.004054534,-0.107319291,FALSE,FALSE
7091,ENSG00000106829,protein_coding,TLE4,0.369278043,6.398731567,3.480944315,0.000701905,0.005692284,-0.704827338,FALSE,FALSE
10163,ENSG00000158195,protein_coding,WASF2,0.369227401,6.883228608,3.553301007,0.000548585,0.004815386,-0.47607359,FALSE,FALSE
7693,ENSG00000213762,protein_coding,ZNF134,0.369186988,2.686630737,3.210215225,0.001710168,0.010009443,-1.304896591,FALSE,FALSE
27035,ENSG00000007952,protein_coding,NOX1,-0.369179121,1.154779441,-2.409562966,0.017522009,0.049473577,-3.176295839,FALSE,FALSE
9126,ENSG00000108055,protein_coding,SMC3,0.36915899,5.381430368,4.070930304,8.52E-05,0.0016737,1.242432328,FALSE,FALSE
398,ENSG00000242173,protein_coding,ARHGDIG,-0.36905658,6.177497703,-2.828988285,0.005491513,0.021672679,-2.555640797,FALSE,FALSE
100505761,NA,NA,NA,-0.369032527,4.042194904,-4.733728991,6.20E-06,0.000470025,3.68992257,FALSE,FALSE
123879,ENSG00000188215,protein_coding,DCUN1D3,0.36894772,2.048818737,3.17544646,0.001910343,0.010734331,-1.379934414,FALSE,FALSE
56271,ENSG00000102409,protein_coding,BEX4,-0.368924353,7.727674524,-3.968268365,0.000124938,0.002053592,0.89932337,FALSE,FALSE
729683,NA,NA,NA,-0.368838316,1.541615774,-2.806068173,0.005870803,0.02276587,-2.303295242,FALSE,FALSE
115196,ENSG00000172006,protein_coding,ZNF554,-0.368806983,3.317267797,-3.740361157,0.000285469,0.003232123,0.232563468,FALSE,FALSE
100506714,NA,NA,NA,-0.368503442,4.076380707,-4.317322884,3.31E-05,0.001028927,2.153121822,FALSE,FALSE
54807,ENSG00000083828,protein_coding,ZNF586,0.368435157,1.762368999,3.94920982,0.000134044,0.002134746,0.877237672,FALSE,FALSE
9992,ENSG00000159197,protein_coding,KCNE2,-0.368417594,-0.108707229,-2.787803809,0.006190005,0.023659274,-2.330544462,FALSE,FALSE
102723975,NA,NA,NA,-0.368399307,0.677923325,-2.517919189,0.013149412,0.04019349,-2.922834238,FALSE,FALSE
147381,ENSG00000141668,protein_coding,CBLN2,-0.368321678,4.501099189,-2.568914186,0.011452327,0.036523639,-3.092773778,FALSE,FALSE
10983,ENSG00000118816,protein_coding,CCNI,0.368253345,7.70608979,4.00739462,0.000108059,0.00190152,1.03105576,FALSE,FALSE
22920,ENSG00000075945,protein_coding,KIFAP3,-0.36823118,6.726131045,-3.876736582,0.000174797,0.002459614,0.573929414,FALSE,FALSE
80346,ENSG00000168476,protein_coding,REEP4,0.368064395,2.814987391,3.057150682,0.002766277,0.013754718,-1.73302283,FALSE,FALSE
101060429,NA,NA,NA,0.368015766,2.812667635,2.62851046,0.009720349,0.032546786,-2.785307441,FALSE,FALSE
10369,ENSG00000166862,protein_coding,CACNG2,-0.367860502,4.606668016,-2.49540444,0.013967893,0.041980083,-3.297523556,FALSE,FALSE
100127983,ENSG00000253250,protein_coding,C8orf88,-0.367844584,6.243819662,-2.535612727,0.012536623,0.038902029,-3.247979161,FALSE,FALSE
154442,NA,NA,NA,0.367808763,0.517698403,2.409160459,0.017540413,0.049509638,-3.140607416,FALSE,FALSE
9831,ENSG00000276340,protein_coding,ZNF623,0.36775911,3.7579846,3.523111692,0.000608256,0.005183889,-0.455301822,FALSE,FALSE
100885850,ENSG00000108825,protein_coding,PTGES3L-AARSD1,-0.367671623,4.782940824,-4.185091551,5.52E-05,0.001330527,1.66044438,FALSE,FALSE
53,ENSG00000134575,polymorphic_pseudogene,ACP2,-0.367655059,4.478392659,-3.557649809,0.000540459,0.004780807,-0.406682737,FALSE,FALSE
11228,ENSG00000123094,protein_coding,RASSF8,0.367599398,5.72890953,3.807028547,0.000224939,0.002820748,0.332758159,FALSE,FALSE
23168,ENSG00000137815,protein_coding,RTF1,-0.367589802,6.548085181,-3.220948786,0.001652432,0.009767242,-1.480690636,FALSE,FALSE
774,ENSG00000148408,protein_coding,CACNA1B,-0.367374446,5.47063351,-2.69011541,0.008181934,0.028786416,-2.861520064,FALSE,FALSE
3292,ENSG00000108786,protein_coding,HSD17B1,0.36735506,3.927761838,3.480808344,0.000702227,0.005692284,-0.602079276,TRUE,FALSE
1316,ENSG00000067082,protein_coding,KLF6,0.367236209,5.943344676,3.861441086,0.000184792,0.002530381,0.513119878,FALSE,FALSE
4299,ENSG00000172493,protein_coding,AFF1,0.367211479,5.845963124,3.880790993,0.000172236,0.002442798,0.581916577,FALSE,FALSE
653720,ENSG00000188626,protein_coding,GOLGA8M,-0.367111518,0.777007788,-2.890161329,0.004586264,0.019126113,-2.089375106,FALSE,FALSE
124491,ENSG00000166822,protein_coding,TMEM170A,0.367075326,2.880597975,3.006241458,0.003234132,0.015183579,-1.869219243,FALSE,FALSE
56934,ENSG00000154975,protein_coding,CA10,-0.367018102,5.528104543,-3.084471165,0.002541825,0.013005257,-1.850380493,FALSE,FALSE
163404,ENSG00000117598,protein_coding,PLPPR5,-0.366962045,4.187384605,-2.723171698,0.007450739,0.02687708,-2.709024711,FALSE,FALSE
1822,ENSG00000111676,protein_coding,ATN1,0.366845436,7.882312874,3.796130978,0.00023392,0.002867241,0.327854987,FALSE,FALSE
2859,ENSG00000178623,protein_coding,GPR35,0.366797304,2.114126215,2.702758543,0.007894917,0.028064785,-2.577462004,FALSE,FALSE
57213,ENSG00000123178,protein_coding,SPRYD7,-0.366670887,5.2749908,-4.699054844,7.15E-06,0.000485547,3.536581717,FALSE,FALSE
6441,ENSG00000133661,protein_coding,SFTPD,-0.366612096,0.825543463,-2.424097633,0.016868834,0.048170837,-3.123347321,TRUE,FALSE
10985,ENSG00000089154,protein_coding,GCN1,0.366456437,5.866863911,4.265708343,4.05E-05,0.00115951,1.92268521,FALSE,FALSE
8601,ENSG00000147509,protein_coding,RGS20,-0.366300088,4.639247733,-3.07921459,0.002583655,0.013140241,-1.833780463,FALSE,FALSE
59084,ENSG00000112796,protein_coding,ENPP5,-0.366269136,4.607930715,-3.001609006,0.003280142,0.01533,-2.02020984,FALSE,FALSE
11094,ENSG00000160325,protein_coding,CACFD1,0.366235033,4.027036842,3.256675159,0.001473085,0.00909083,-1.276338768,FALSE,FALSE
56924,ENSG00000137843,protein_coding,PAK6,-0.366178545,5.193849717,-2.69320183,0.008111008,0.028590166,-2.868666284,FALSE,FALSE
83700,ENSG00000166086,protein_coding,JAM3,0.366161181,7.003043035,2.781952896,0.006295559,0.023953368,-2.660637551,TRUE,FALSE
6462,ENSG00000129214,protein_coding,SHBG,-0.366098517,-0.159967283,-3.168977868,0.001949909,0.010845715,-1.429653923,FALSE,FALSE
25847,ENSG00000129055,protein_coding,ANAPC13,-0.366090275,5.910382716,-4.556505183,1.28E-05,0.000648546,2.984036051,FALSE,FALSE
6611,ENSG00000102172,protein_coding,SMS,-0.366045906,5.872321064,-4.307234482,3.45E-05,0.001044427,2.064075068,FALSE,FALSE
1400,ENSG00000072832,protein_coding,CRMP1,-0.366042472,6.744563925,-3.958064719,0.000129737,0.002096396,0.845909229,FALSE,FALSE
57597,ENSG00000266074,protein_coding,BAHCC1,0.366003134,5.133230297,3.964646426,0.000126621,0.002069012,0.889953692,FALSE,FALSE
83695,ENSG00000171792,protein_coding,RHNO1,-0.365940289,3.968340811,-5.185255596,9.08E-07,0.000249192,5.459563552,FALSE,FALSE
100507373,NA,NA,NA,0.365903712,3.444188457,3.637463781,0.000410054,0.00401424,-0.092584851,FALSE,FALSE
26137,ENSG00000181722,protein_coding,ZBTB20,0.365847516,6.932583714,3.462539967,0.000746895,0.005894031,-0.755582065,FALSE,FALSE
57149,ENSG00000102897,protein_coding,LYRM1,-0.365775245,4.842053331,-4.834751374,4.07E-06,0.000412993,4.067200191,FALSE,FALSE
84168,ENSG00000169604,protein_coding,ANTXR1,0.365743421,6.166047133,2.745625925,0.006988461,0.025662306,-2.768295821,FALSE,FALSE
100507582,NA,NA,NA,0.365697633,1.552743887,2.841772401,0.005289821,0.021094495,-2.213841254,FALSE,FALSE
57404,ENSG00000119004,protein_coding,CYP20A1,0.365672947,4.961481558,4.074334707,8.41E-05,0.001657961,1.259059127,FALSE,FALSE
11020,ENSG00000100360,protein_coding,IFT27,-0.365662905,4.276029229,-4.272699068,3.94E-05,0.001147962,1.984431546,FALSE,FALSE
57553,ENSG00000243156,protein_coding,MICAL3,0.365503654,7.19266248,5.564272217,1.68E-07,0.000139217,7.045636054,FALSE,FALSE
51142,ENSG00000106153,protein_coding,CHCHD2,-0.365497391,6.811374608,-4.922609185,2.81E-06,0.00036932,4.403088054,FALSE,FALSE
518,ENSG00000154518,protein_coding,ATP5MC3,-0.365487607,6.688313605,-4.998223787,2.04E-06,0.000331882,4.703839153,FALSE,FALSE
149603,ENSG00000168159,protein_coding,RNF187,-0.365449877,7.380346933,-4.046831398,9.33E-05,0.001765427,1.160366624,FALSE,FALSE
374659,ENSG00000184508,protein_coding,HDDC3,-0.365437356,3.818316679,-4.493342763,1.65E-05,0.00072189,2.793990558,FALSE,FALSE
56136,ENSG00000239389,protein_coding,PCDHA13,-0.365300796,5.981331963,-3.748381814,0.000277443,0.003173712,0.148793641,FALSE,FALSE
55214,ENSG00000090530,protein_coding,P3H2,0.365280327,2.978410336,2.980357145,0.003499061,0.016016791,-1.948234436,FALSE,FALSE
57645,ENSG00000143157,protein_coding,POGK,0.365180756,6.851896837,4.200712497,5.20E-05,0.001297621,1.686791223,FALSE,FALSE
55827,ENSG00000143164,protein_coding,DCAF6,-0.365146279,6.334343377,-3.724594926,0.000301892,0.003337839,0.068889054,FALSE,FALSE
128272,ENSG00000142632,protein_coding,ARHGEF19,0.365124037,1.193573969,2.526383363,0.012852997,0.039569497,-2.92762351,FALSE,FALSE
5071,ENSG00000185345,protein_coding,PRKN,-0.365001344,3.608291415,-3.601496274,0.000464632,0.00432748,-0.21106293,FALSE,FALSE
4144,ENSG00000168906,protein_coding,MAT2A,0.36494934,8.296495462,4.425591406,2.16E-05,0.000822971,2.525764194,FALSE,FALSE
84083,ENSG00000121988,protein_coding,ZRANB3,-0.364903137,2.286176435,-4.21639683,4.90E-05,0.001263388,1.784544125,FALSE,FALSE
778,ENSG00000102001,protein_coding,CACNA1F,-0.36486929,0.827628289,-2.926454871,0.004116079,0.017846831,-2.002533639,FALSE,FALSE
79621,ENSG00000136104,protein_coding,RNASEH2B,-0.364727681,4.330382465,-3.857634401,0.000187362,0.002551671,0.560892497,FALSE,FALSE
84280,ENSG00000148925,protein_coding,BTBD10,-0.364721307,5.557016301,-3.932071318,0.000142771,0.002204495,0.767212703,FALSE,FALSE
6599,ENSG00000173473,protein_coding,SMARCC1,0.364663697,6.148458909,3.734244971,0.000291737,0.003282895,0.089528616,FALSE,FALSE
25,ENSG00000097007,protein_coding,ABL1,0.364642193,6.25925657,3.778434507,0.000249233,0.002966838,0.238710603,FALSE,FALSE
22794,ENSG00000108349,protein_coding,CASC3,0.364604036,7.768645962,4.074649435,8.40E-05,0.001657857,1.266202788,FALSE,FALSE
9752,ENSG00000204961,protein_coding,PCDHA9,-0.364495905,5.980704924,-3.740340001,0.00028549,0.003232123,0.122575375,FALSE,FALSE
440119,NA,NA,NA,0.36448489,1.024989811,2.502303771,0.013712367,0.041474427,-2.972469494,FALSE,FALSE
9551,ENSG00000241468,protein_coding,ATP5MF,-0.364462119,6.306919862,-4.745976767,5.89E-06,0.000462538,3.70787098,FALSE,FALSE
4756,ENSG00000067141,protein_coding,NEO1,0.364453134,7.110834521,4.087171785,8.01E-05,0.001624944,1.293219162,FALSE,FALSE
23328,ENSG00000111961,protein_coding,SASH1,0.364401567,7.60838976,3.544845605,0.000564716,0.004917699,-0.482089364,FALSE,FALSE
347902,ENSG00000139211,protein_coding,AMIGO2,-0.364359294,2.684517077,-2.9603334,0.003717573,0.016665572,-1.980547416,FALSE,FALSE
56135,ENSG00000248383,protein_coding,PCDHAC1,-0.364263683,5.981220238,-3.733220849,0.000292799,0.00329018,0.099491071,FALSE,FALSE
196527,ENSG00000177119,protein_coding,ANO6,0.364156969,5.276860268,3.51866534,0.000617545,0.005242725,-0.573575927,FALSE,FALSE
25911,ENSG00000166171,protein_coding,DPCD,-0.364092172,3.92845073,-4.359021644,2.81E-05,0.000943838,2.304649165,FALSE,FALSE
100506473,NA,NA,NA,0.364008218,2.437306843,3.905627357,0.000157307,0.002310585,0.769136916,FALSE,FALSE
100505876,ENSG00000218739,protein_coding,CEBPZOS,-0.36396325,6.359882206,-4.4633003,1.86E-05,0.0007694,2.637067805,TRUE,FALSE
639,ENSG00000057657,protein_coding,PRDM1,0.363896814,2.3764225,2.514772051,0.013261176,0.040462259,-3.024638106,FALSE,FALSE
22843,ENSG00000175175,protein_coding,PPM1E,-0.363820171,4.449540624,-2.439116047,0.016216745,0.046733783,-3.383024683,FALSE,FALSE
56137,ENSG00000251664,protein_coding,PCDHA12,-0.363759778,5.980210179,-3.730104324,0.000296054,0.003295258,0.08936887,FALSE,FALSE
9530,ENSG00000156735,protein_coding,BAG4,-0.36372423,5.755895154,-3.091672317,0.002485539,0.012800452,-1.836947531,FALSE,FALSE
1763,ENSG00000138346,protein_coding,DNA2,0.36366321,3.395808245,2.736029292,0.007182743,0.026179272,-2.596836794,FALSE,FALSE
150248,ENSG00000169314,protein_coding,C22orf15,-0.363581316,3.155451416,-3.810539801,0.000222116,0.002808667,0.456283011,FALSE,FALSE
100506881,NA,NA,NA,0.363566828,2.238892352,3.343924739,0.001108553,0.007592746,-0.922413017,FALSE,FALSE
51042,ENSG00000142684,protein_coding,ZNF593,-0.363381791,2.708415756,-3.130681294,0.002200196,0.011784419,-1.536381767,FALSE,FALSE
3185,ENSG00000169813,protein_coding,HNRNPF,0.363326348,6.229554993,3.921249327,0.000148558,0.002234337,0.71431007,FALSE,FALSE
56141,ENSG00000204963,protein_coding,PCDHA7,-0.363306576,5.980310714,-3.730758768,0.000295367,0.003293056,0.091446204,FALSE,FALSE
644,ENSG00000106605,protein_coding,BLVRA,-0.363288057,4.48843616,-4.641599433,9.06E-06,0.00056066,3.334335385,FALSE,FALSE
254863,ENSG00000205544,protein_coding,TMEM256,-0.363278407,4.480349895,-4.027064204,0.000100419,0.001831507,1.114760246,FALSE,FALSE
115948,ENSG00000198003,protein_coding,CCDC151,0.363249669,2.42705529,3.048339795,0.002842486,0.013999043,-1.736907611,FALSE,FALSE
122553,ENSG00000182400,protein_coding,TRAPPC6B,-0.363203236,5.959030511,-3.734924376,0.000291034,0.003278,0.103138771,FALSE,FALSE
100287497,NA,NA,NA,-0.36308041,2.04026161,-2.414164834,0.017312816,0.049103716,-3.213399884,FALSE,FALSE
79145,ENSG00000170791,protein_coding,CHCHD7,-0.363071493,4.995169998,-4.440938202,2.03E-05,0.000791416,2.569577023,FALSE,FALSE
56140,ENSG00000204962,protein_coding,PCDHA8,-0.362950093,5.979286464,-3.722910199,0.000303699,0.003343543,0.066015625,FALSE,FALSE
202374,ENSG00000169302,protein_coding,STK32A,0.362837842,3.912422615,2.884438044,0.004664754,0.019343328,-2.283333527,FALSE,FALSE
56917,ENSG00000105419,protein_coding,MEIS3,-0.362788958,5.422763988,-2.657101345,0.008976523,0.030741181,-2.965914076,FALSE,FALSE
9903,ENSG00000162413,protein_coding,KLHL21,0.36260433,6.25931531,3.467820649,0.000733716,0.005826644,-0.746236187,FALSE,FALSE
101927155,NA,NA,NA,-0.362556416,2.693829102,-4.021712539,0.000102445,0.001849977,1.152476752,FALSE,FALSE
1036,ENSG00000129596,protein_coding,CDO1,-0.362440081,5.154037808,-4.477804756,1.76E-05,0.000738775,2.706873618,FALSE,FALSE
9710,ENSG00000166398,protein_coding,KIAA0355,0.362431744,5.11286408,3.844869492,0.000196233,0.002616749,0.484535142,FALSE,FALSE
55885,ENSG00000048540,protein_coding,LMO3,-0.362325098,7.865524705,-3.921900508,0.000148203,0.002232637,0.746330459,FALSE,FALSE
102724133,NA,NA,NA,-0.3622655,2.959034268,-4.536061337,1.39E-05,0.000675153,2.93905295,FALSE,FALSE
84740,NA,NA,NA,0.362179295,0.780885956,2.431170377,0.016558891,0.047463062,-3.10186113,FALSE,FALSE
1806,ENSG00000188641,protein_coding,DPYD,0.362090948,3.915520953,2.924978725,0.004134304,0.017886155,-2.166248554,FALSE,FALSE
10286,ENSG00000116752,protein_coding,BCAS2,-0.361943804,5.285731941,-4.521657296,1.47E-05,0.000697559,2.86535192,FALSE,FALSE
100507178,NA,NA,NA,0.361906673,2.106971781,3.599967701,0.000467097,0.004340647,-0.179970342,FALSE,FALSE
1031,ENSG00000123080,protein_coding,CDKN2C,0.361884804,3.926825462,3.005428881,0.003242159,0.015213141,-1.968329381,FALSE,FALSE
101928346,NA,NA,NA,0.361855878,0.45517142,3.191587051,0.001814849,0.010403874,-1.352996635,FALSE,FALSE
8799,ENSG00000131779,protein_coding,PEX11B,-0.361839602,5.341733602,-4.343649899,2.99E-05,0.000978238,2.210567179,FALSE,FALSE
10257,ENSG00000125257,protein_coding,ABCC4,0.361763575,3.240473239,2.405045686,0.017729536,0.049899265,-3.340505856,FALSE,FALSE
79840,ENSG00000187736,protein_coding,NHEJ1,0.361628846,2.620524887,4.488708344,1.68E-05,0.000724568,2.747052828,FALSE,FALSE
1593,ENSG00000135929,protein_coding,CYP27A1,0.361573447,5.66626186,2.554455758,0.011912294,0.037514233,-3.225939091,FALSE,FALSE
100132677,NA,NA,NA,-0.361376952,0.053147651,-2.580931276,0.011082245,0.035692989,-2.779636061,FALSE,FALSE
100128569,ENSG00000183397,protein_coding,C19orf71,0.361253652,3.835460909,3.042539836,0.002893706,0.014133731,-1.846066025,FALSE,FALSE
60436,ENSG00000118707,protein_coding,TGIF2,0.361243629,2.543943811,3.155704663,0.002033494,0.01115883,-1.457367268,FALSE,FALSE
5465,ENSG00000186951,protein_coding,PPARA,0.361207581,5.368400428,3.314356247,0.001221395,0.008009912,-1.195980239,FALSE,FALSE
55860,ENSG00000131966,protein_coding,ACTR10,-0.361063897,5.998994591,-4.970783537,2.29E-06,0.000343661,4.594383025,FALSE,FALSE
81027,ENSG00000101162,protein_coding,TUBB1,0.361041495,2.253814099,2.605133373,0.010369391,0.033994985,-2.823171202,FALSE,FALSE
1981,ENSG00000114867,protein_coding,EIF4G1,0.360894753,7.17906546,3.958480888,0.000129538,0.002096396,0.853294654,FALSE,FALSE
56144,ENSG00000204967,protein_coding,PCDHA4,-0.360879872,5.986333834,-3.719395147,0.000307502,0.003359901,0.05472769,FALSE,FALSE
5998,ENSG00000138835,protein_coding,RGS3,0.360875436,4.659922255,3.399851998,0.000921328,0.00672707,-0.901376478,FALSE,FALSE
10493,ENSG00000108828,protein_coding,VAT1,0.360860607,6.086997898,4.253800301,4.24E-05,0.001180614,1.872119674,FALSE,FALSE
693224,NA,NA,NA,0.360836677,1.684572139,2.518148251,0.01314131,0.040175711,-2.957962093,FALSE,FALSE
55713,ENSG00000198185,protein_coding,ZNF334,-0.360790377,4.204220557,-3.9224638,0.000147897,0.002232042,0.781646695,FALSE,FALSE
284371,ENSG00000197608,protein_coding,ZNF841,0.360786704,4.230102648,4.033360053,9.81E-05,0.001805794,1.164731188,FALSE,FALSE
56143,ENSG00000204965,protein_coding,PCDHA5,-0.360748755,5.987763064,-3.709324202,0.000318651,0.003439237,0.02213874,FALSE,FALSE
386724,ENSG00000176020,protein_coding,AMIGO3,0.360747178,2.13956655,3.334811667,0.001142246,0.007708444,-0.945227248,FALSE,FALSE
8642,ENSG00000166341,protein_coding,DCHS1,0.36071649,4.911308779,2.741335776,0.007074716,0.025881743,-2.722864387,FALSE,FALSE
56142,ENSG00000081842,protein_coding,PCDHA6,-0.360672361,5.987077956,-3.713903393,0.000313535,0.003404924,0.037004048,FALSE,FALSE
58489,ENSG00000136379,protein_coding,ABHD17C,-0.360581382,4.964220764,-4.833042925,4.10E-06,0.000412993,4.056766985,FALSE,FALSE
340037,NA,NA,NA,0.360437409,-0.174031022,2.578966128,0.011142018,0.03581334,-2.78267775,FALSE,FALSE
342918,ENSG00000235034,protein_coding,C19orf81,-0.360404984,5.028686277,-2.950039479,0.003834733,0.017025827,-2.216642079,FALSE,FALSE
196294,ENSG00000148950,protein_coding,IMMP1L,-0.360324335,3.996985272,-5.071986052,1.48E-06,0.000299266,5.008556307,FALSE,FALSE
2934,ENSG00000148180,protein_coding,GSN,0.360283692,8.094327412,3.046762564,0.002856331,0.014035777,-1.924092974,TRUE,FALSE
79686,NA,NA,NA,0.360095032,3.618608463,2.689317532,0.00820036,0.028818456,-2.746657567,FALSE,FALSE
1012,ENSG00000140945,protein_coding,CDH13,-0.359908788,5.195117286,-2.579296394,0.011131953,0.035805839,-3.114925915,FALSE,FALSE
26769,NA,NA,NA,-0.359812259,0.992352499,-3.136805405,0.002158264,0.011632927,-1.476604822,FALSE,FALSE
151473,ENSG00000163053,protein_coding,SLC16A14,-0.359751013,4.178577669,-3.53420617,0.000585649,0.005052448,-0.455424659,FALSE,FALSE
6812,ENSG00000136854,protein_coding,STXBP1,-0.35965018,8.413683561,-2.659520442,0.008916012,0.030599517,-2.911239827,FALSE,FALSE
54880,ENSG00000183337,protein_coding,BCOR,0.359628926,4.360994849,4.280041071,3.83E-05,0.001127861,2.014277394,FALSE,FALSE
81929,ENSG00000085415,protein_coding,SEH1L,-0.359441182,5.652393676,-3.873989136,0.000176554,0.00247042,0.564061235,FALSE,FALSE
23114,ENSG00000163531,protein_coding,NFASC,0.359412121,8.234066197,3.511799586,0.000632152,0.005308952,-0.56616735,FALSE,FALSE
103910,ENSG00000118680,protein_coding,MYL12B,-0.359322225,7.023007529,-5.185258821,9.08E-07,0.000249192,5.461927437,FALSE,FALSE
79684,ENSG00000120458,protein_coding,MSANTD2,0.359299954,4.80540226,4.036094608,9.71E-05,0.001799405,1.140627888,TRUE,FALSE
56138,ENSG00000249158,protein_coding,PCDHA11,-0.359240749,6.003156338,-3.712069115,0.000315575,0.003418629,0.030675105,FALSE,FALSE
2113,ENSG00000134954,protein_coding,ETS1,0.359236034,4.989916018,2.861369583,0.004993767,0.020249171,-2.441524161,FALSE,FALSE
112812,ENSG00000267673,protein_coding,FDX2,-0.359207016,4.338091476,-3.621057679,0.000434151,0.004130543,-0.204005935,FALSE,FALSE
9321,ENSG00000100815,protein_coding,TRIP11,0.359113807,4.323422559,3.246119267,0.001524089,0.009308635,-1.315520103,FALSE,FALSE
51659,ENSG00000131153,protein_coding,GINS2,-0.359036512,0.747758682,-2.626717411,0.009768801,0.032646846,-2.692325977,FALSE,FALSE
80755,ENSG00000266967,protein_coding,AARSD1,-0.359031449,4.735262659,-4.092386098,7.86E-05,0.001613236,1.338394447,FALSE,FALSE
64769,ENSG00000163875,protein_coding,MEAF6,-0.359025114,6.440353814,-4.396273201,2.43E-05,0.000876858,2.390662658,FALSE,FALSE
56146,ENSG00000204969,protein_coding,PCDHA2,-0.35896517,5.989964758,-3.723433181,0.000303137,0.003340772,0.067604632,FALSE,FALSE
124817,ENSG00000176563,protein_coding,CNTD1,-0.358825885,5.300095279,-4.990274733,2.11E-06,0.000333884,4.673951295,FALSE,FALSE
101929298,NA,NA,NA,-0.358743217,1.088048859,-3.178176609,0.001893869,0.010693,-1.369680571,FALSE,FALSE
9739,ENSG00000099381,protein_coding,SETD1A,0.358716213,4.719890665,4.3565884,2.84E-05,0.000949285,2.27506311,FALSE,FALSE
4697,ENSG00000189043,protein_coding,NDUFA4,-0.358552466,8.259967599,-4.01962843,0.000103245,0.001861791,1.089524733,FALSE,FALSE
5142,ENSG00000184588,protein_coding,PDE4B,0.358527932,6.730746138,3.443104502,0.000797341,0.006137853,-0.815136339,FALSE,FALSE
100874097,NA,NA,NA,0.358520577,2.581821317,2.621876197,0.009900711,0.032928314,-2.784599493,FALSE,FALSE
122953,ENSG00000140044,protein_coding,JDP2,0.358501658,5.186279254,3.897737452,0.00016191,0.002354596,0.648231963,FALSE,FALSE
7297,ENSG00000105397,protein_coding,TYK2,0.358429815,5.889613637,4.620178289,9.88E-06,0.000573243,3.228682023,FALSE,FALSE
2173,ENSG00000164434,protein_coding,FABP7,-0.358391025,6.323556929,-3.344095075,0.001107932,0.007591451,-1.124132742,FALSE,FALSE
57139,ENSG00000205517,protein_coding,RGL3,0.358360752,3.875659305,2.672670386,0.008593492,0.029871643,-2.812294189,FALSE,FALSE
51256,ENSG00000145979,protein_coding,TBC1D7,-0.358340797,3.157623083,-3.518361813,0.000618184,0.005245617,-0.445842015,FALSE,FALSE
158584,ENSG00000165591,protein_coding,FAAH2,-0.358327977,1.147776464,-2.88219998,0.004695781,0.019421601,-2.112008075,FALSE,FALSE
25906,ENSG00000110200,protein_coding,ANAPC15,-0.358269181,4.728692257,-4.682746906,7.65E-06,0.000496342,3.481981804,FALSE,FALSE
1056,ENSG00000170835,protein_coding,CEL,0.357993347,1.114580896,2.434960698,0.016394884,0.047115864,-3.11324587,FALSE,FALSE
79598,ENSG00000182504,protein_coding,CEP97,0.357956776,5.423686938,3.354077867,0.001072112,0.007415813,-1.068964139,FALSE,FALSE
100499484,NA,NA,NA,0.357853741,1.882701252,3.857276496,0.000187606,0.002553009,0.595972883,FALSE,FALSE
101928884,NA,NA,NA,0.357827352,1.537809175,2.812039042,0.005769756,0.022488109,-2.284929136,FALSE,FALSE
1176,ENSG00000177879,protein_coding,AP3S1,-0.357790021,6.326400209,-4.719001888,6.59E-06,0.000471185,3.603339464,TRUE,FALSE
126549,ENSG00000160117,protein_coding,ANKLE1,0.35765365,1.612632917,2.945402069,0.003888615,0.017173986,-1.964208263,FALSE,FALSE
23329,ENSG00000111490,protein_coding,TBC1D30,-0.357535999,3.804780666,-2.743137927,0.007038366,0.025775578,-2.613849565,FALSE,FALSE
124997,ENSG00000276021,protein_coding,WDR81,0.357501213,4.431389291,3.489384393,0.000682137,0.005599128,-0.607118416,FALSE,FALSE
8847,NA,NA,NA,0.356978768,2.455395621,3.223004178,0.001641586,0.009730168,-1.267057641,FALSE,FALSE
23658,ENSG00000106355,protein_coding,LSM5,-0.356976096,4.534828743,-4.889532127,3.23E-06,0.000373845,4.286176265,FALSE,FALSE
100507242,NA,NA,NA,-0.356970358,2.760656676,-3.141361797,0.00212755,0.011529004,-1.51166118,FALSE,FALSE
86,ENSG00000136518,protein_coding,ACTL6A,0.356951012,4.068436351,3.708429348,0.00031966,0.003445896,0.091739622,FALSE,FALSE
22974,ENSG00000088325,protein_coding,TPX2,-0.356855872,1.188632363,-2.885277623,0.004653164,0.019317407,-2.103806915,FALSE,FALSE
498,ENSG00000152234,protein_coding,ATP5F1A,-0.356839921,8.340117751,-4.852520064,3.78E-06,0.000400139,4.142048375,FALSE,FALSE
3978,ENSG00000105486,protein_coding,LIG1,0.35680903,4.160710076,3.838731865,0.00020064,0.002652366,0.516155515,FALSE,FALSE
56145,ENSG00000255408,protein_coding,PCDHA3,-0.356782534,5.990240442,-3.706629215,0.000321698,0.003457274,0.01337178,FALSE,FALSE
9804,ENSG00000173726,protein_coding,TOMM20,-0.356769361,8.047441294,-3.37469789,0.001001531,0.007117589,-0.985211308,FALSE,FALSE
